DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
220513784,2022-09-16,2022-09-15,1600,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,H,OTHER KNIFE,Invest Cont,1100    ALAMEDA                      ST
221609857,2022-06-26,2022-06-26,2045,Foothill,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,M,H,,Invest Cont,8000    DE GARMO                     AV
231905294,2023-02-02,2023-02-01,1455,Mission,THEFT OF IDENTITY,28,F,H,,Invest Cont,7800    PEACHTREE                    AV
231308653,2023-04-02,2023-04-01,1800,Newton,VEHICLE - ATTEMPT STOLEN,48,M,H,,Invest Cont,1400 E  58TH                         ST
220620499,2022-12-22,2022-12-04,1348,Hollywood,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,X,X,,Invest Cont,5500 W  SUNSET                       BL
231504675,2023-01-17,2023-01-17,0600,N Hollywood,BURGLARY FROM VEHICLE,20,F,W,,Invest Cont,3900    FREDONIA                     DR
221817196,2022-09-10,2022-09-10,1430,Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,54,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 W  IMPERIAL                     HY
230711072,2023-06-19,2023-06-19,0942,Wilshire,CRIMINAL THREATS - NO WEAPON DISPLAYED,21,M,O,VERBAL THREAT,Invest Cont,4100 W  WASHINGTON                   BL
221420736,2022-12-13,2022-12-13,2330,Pacific,BATTERY - SIMPLE ASSAULT,21,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,7800    FLIGHT                       AV
221610870,2022-07-28,2022-07-27,1330,Foothill,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",43,M,H,,Invest Cont,9700    LAUREL CANYON                BL
220318505,2022-10-14,2022-10-01,0702,Southwest,THEFT OF IDENTITY,31,F,H,,Invest Cont,4000 S  HARVARD                      BL
231005606,2023-02-10,2023-02-10,0220,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,F,H,OTHER KNIFE,Adult Arrest,16400    VANOWEN                      ST
231311195,2023-05-24,2023-05-24,0005,Newton,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,CHANNING
220511386,2022-06-27,2022-06-25,1531,Harbor,BURGLARY FROM VEHICLE,74,M,W,,Adult Arrest,500 W  5TH                          ST
221913901,2022-09-01,2022-08-28,1430,Mission,THEFT PLAIN - PETTY ($950 & UNDER),29,M,O,,Invest Cont,9000 N  SEPULVEDA                    BL
220612074,2022-06-21,2022-06-21,0830,Hollywood,BATTERY - SIMPLE ASSAULT,27,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5400    HOLLYWOOD                    BL
230604084,2023-01-03,2022-12-24,0230,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",39,F,H,,Invest Cont,1400 N  FULLER                       AV
231411696,2023-05-23,2023-05-20,1215,Pacific,BURGLARY FROM VEHICLE,32,M,W,,Invest Cont,CONVOY                       ST
231606852,2023-03-31,2023-03-31,1730,Foothill,BATTERY - SIMPLE ASSAULT,53,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,10400    SCOVILLE                     AV
220515644,2022-11-02,2022-11-02,0900,Harbor,BURGLARY FROM VEHICLE,45,M,H,,Invest Cont,300 E  D                            ST
221711207,2022-07-13,2022-07-13,1550,Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,ZELZAH
221913325,2022-08-17,2022-08-17,0745,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,42,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,FOOTHILL
231607466,2023-04-19,2023-04-19,0150,Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),30,M,W,,Invest Cont,11600    DELFT                        LN
222117229,2022-11-30,2022-11-30,1100,Topanga,BATTERY - SIMPLE ASSAULT,29,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,7800    MASON                        AV
231211696,2023-05-08,2023-05-07,0030,77th Street,BURGLARY FROM VEHICLE,62,M,B,,Invest Cont,1800 W  76TH                         ST
221813004,2022-06-20,2022-06-20,1750,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,M,H,AIR PISTOL/REVOLVER/RIFLE/BB GUN,Invest Cont,600 E  CENTURY                      BL
220410487,2022-07-03,2022-07-03,1140,Hollenbeck,BATTERY - SIMPLE ASSAULT,62,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,2600 N  MAIN                         ST
231207029,2023-02-18,2023-02-18,2000,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8300 S  HOOVER                       ST
220118665,2022-08-19,2022-08-05,1016,Central,BURGLARY FROM VEHICLE,53,F,B,,Invest Cont,700 S  HOPE                         ST
231607296,2023-04-15,2023-04-14,1300,Foothill,"BUNCO, GRAND THEFT",75,F,H,,Invest Cont,9600    LAUREL CANYON                BL
230304984,2023-01-20,2023-01-20,1403,Southwest,SHOPLIFTING - PETTY THEFT ($950 & UNDER),22,X,X,,Invest Cont,3100 S  HOOVER                       ST
220716180,2022-11-05,2022-11-04,1000,Wilshire,INTIMATE PARTNER - SIMPLE ASSAULT,36,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1200    4TH                          AV
222013655,2022-08-13,2022-08-13,1750,Olympic,BATTERY - SIMPLE ASSAULT,42,F,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,4400    ROSEWOOD                     AV
220513894,2022-09-19,2022-09-19,1420,Harbor,BATTERY - SIMPLE ASSAULT,34,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,900 W  11TH                         ST
220612228,2022-06-25,2022-06-25,0100,Hollywood,BURGLARY FROM VEHICLE,21,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1800 N  WILTON                       PL
220126679,2022-12-19,2022-12-17,2130,Central,BURGLARY FROM VEHICLE,24,M,H,,Invest Cont,1600 S  LOS ANGELES                  ST
221014881,2022-10-05,2022-09-27,1947,West Valley,BURGLARY,64,M,W,,Invest Cont,3900    COLDSTREAM                   TR
232009482,2023-05-07,2023-05-06,2100,Olympic,INTIMATE PARTNER - SIMPLE ASSAULT,33,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,400 S  NORMANDIE                    AV
231511379,2023-06-23,2023-06-23,1315,N Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",65,F,W,,Invest Cont,11200    VENTURA                      BL
220114539,2022-06-19,2022-06-19,0650,Central,THEFT PLAIN - PETTY ($950 & UNDER),60,M,B,,Invest Cont,500 S  HILL                         ST
222116787,2022-11-17,2022-11-17,2055,Topanga,BATTERY - SIMPLE ASSAULT,53,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,21600    ERWIN                        ST
231708269,2023-04-17,2023-04-17,1735,Devonshire,BATTERY - SIMPLE ASSAULT,60,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,PARTHENIA
221821079,2022-11-24,2022-11-23,2230,Southeast,BATTERY - SIMPLE ASSAULT,59,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10200 S  MAIN                         ST
220818250,2022-12-17,2022-12-08,2030,West LA,THEFT PLAIN - PETTY ($950 & UNDER),19,F,W,,Invest Cont,WEYBURN
221818109,2022-09-29,2022-09-23,1900,Southeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",55,F,B,,Invest Cont,17300 S  HOOVER                       ST
230104228,2023-01-04,2023-01-03,1835,Central,BURGLARY FROM VEHICLE,24,M,W,,Invest Cont,3RD
230710327,2023-06-01,2023-06-01,1030,Wilshire,"THEFT, PERSON",55,F,H,,Invest Cont,800 N  LA BREA                      AV
221315343,2022-08-01,2022-07-02,0800,Newton,THEFT OF IDENTITY,36,F,H,,Invest Cont,1600 E  50TH                         ST
220414016,2022-10-06,2022-10-01,2130,Hollenbeck,ROBBERY,51,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,PASADENA
230113819,2023-06-08,2023-06-06,1030,Central,THEFT PLAIN - PETTY ($950 & UNDER),32,M,W,,Invest Cont,900    YALE                         ST
230509012,2023-04-28,2023-04-26,0900,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),59,F,H,,Invest Cont,200 N  BANDINI                      ST
231413011,2023-06-24,2023-06-24,0320,Pacific,VANDALISM - MISDEAMEANOR ($399 OR UNDER),42,F,H,,Invest Cont,5000    MARIONWOOD                   DR
231008316,2023-04-22,2023-04-22,2210,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,H,VEHICLE,Invest Cont,6300    WOODLEY                      AV
231804151,2023-01-03,2022-12-15,1355,Southeast,VIOLATION OF COURT ORDER,41,M,H,,Invest Cont,500 W  111TH                        ST
230311275,2023-05-23,2023-05-12,1700,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),37,F,B,,Invest Cont,2600    VIRGINIA                     RD
221411784,2022-06-01,2022-06-01,1745,Pacific,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",73,M,W,ROCK/THROWN OBJECT,Adult Other,7300 W  87TH                         PL
222116268,2022-11-04,2022-11-04,1000,Topanga,THEFT OF IDENTITY,28,M,A,,Invest Cont,8500    WALNUT                       WY
230305224,2023-01-25,2023-01-25,1430,Southwest,BATTERY - SIMPLE ASSAULT,70,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1000    EXPOSITION                   BL
220514102,2022-09-25,2022-09-24,2300,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,F,H,,Invest Cont,9TH
221517491,2022-11-17,2022-11-17,0930,N Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,28,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,4400    LANKERSHIM                   BL
232005494,2023-02-08,2023-02-06,0140,Olympic,STALKING,30,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,400 N  KINGSLEY                     DR
230608264,2023-04-10,2023-04-02,1000,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",63,M,H,,Invest Cont,7100    HILLSIDE                     AV
231213394,2023-06-05,2023-06-04,2030,77th Street,ROBBERY,23,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,2000 W  54TH                         ST
230310479,2023-05-06,2023-05-06,1300,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,M,B,OTHER KNIFE,Invest Cont,WESTERN                      AV
222011065,2022-06-12,2022-06-09,1100,Olympic,TRESPASSING,37,F,O,,Invest Cont,1100    FEDORA                       ST
220121960,2022-10-05,2022-10-04,1900,Central,BURGLARY FROM VEHICLE,31,M,W,,Invest Cont,1000 S  BROADWAY
230106589,2023-02-07,2023-02-02,1500,Central,THEFT PLAIN - PETTY ($950 & UNDER),29,F,F,,Invest Cont,500 S  SPRING                       ST
222113958,2022-09-06,2022-09-06,2200,Topanga,DISTURBING THE PEACE,26,F,B,,Adult Other,6700    DE SOTO                      AV
220716447,2022-11-11,2022-11-11,1410,Wilshire,ROBBERY,21,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100    LA CIENEGA                   BL
221917136,2022-11-21,2022-11-21,1800,Mission,BATTERY - SIMPLE ASSAULT,45,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10800    NOBLE                        AV
221312743,2022-06-11,2022-06-02,1200,Newton,THEFT OF IDENTITY,26,F,H,,Invest Cont,500 E  60TH                         ST
220415306,2022-11-11,2022-11-11,1536,Hollenbeck,BATTERY - SIMPLE ASSAULT,62,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1ST
230910154,2023-06-03,2023-06-02,1600,Van Nuys,BATTERY - SIMPLE ASSAULT,25,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,14500    BENEFIT                      ST
221319195,2022-10-11,2022-10-07,1145,Newton,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",37,F,U,,Invest Cont,4200    HOOPER                       AV
221016754,2022-11-21,2022-10-25,1900,West Valley,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",45,M,H,,Invest Cont,18700    STRATHERN                    ST
220514436,2022-10-03,2022-09-29,1730,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",52,M,W,,Invest Cont,2100 N  GAFFEY                       ST
220321794,2022-12-13,2022-12-12,2200,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),57,M,H,,Invest Cont,2200 W  29TH                         ST
231307263,2023-03-04,2023-03-04,2030,Newton,BATTERY - SIMPLE ASSAULT,47,F,H,VERBAL THREAT,Invest Cont,7000 S  MAIN                         ST
221015450,2022-10-20,2022-10-19,2315,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),47,M,H,,Invest Cont,7000    BERTRAND                     AV
221219975,2022-09-19,2022-09-19,1830,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,M,H,AIR PISTOL/REVOLVER/RIFLE/BB GUN,Invest Cont,8400    TOWNE                        AV
231211645,2023-04-24,2023-04-24,1220,77th Street,BURGLARY FROM VEHICLE,32,M,H,,Invest Cont,7600    AVALON                       BL
230110583,2023-04-13,2023-04-10,1835,Central,BATTERY - SIMPLE ASSAULT,14,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 S  GRAND                        AV
220115988,2022-07-11,2022-07-04,0745,Central,THEFT OF IDENTITY,60,M,H,,Invest Cont,5TH
220513311,2022-09-03,2022-09-03,1540,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,400    HAWAIIAN                     AV
221018214,2022-12-29,2022-12-23,1634,West Valley,EXTORTION,21,F,H,VERBAL THREAT,Invest Cont,5300    NEWCASTLE                    AV
221819344,2022-10-19,2022-09-26,1100,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",70,F,B,VEHICLE,Invest Cont,10400 S  HOOVER                       ST
221416231,2022-09-05,2022-09-05,1340,Pacific,BATTERY - SIMPLE ASSAULT,25,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2400    PENMAR                       AV
231005021,2023-01-27,2023-01-27,0200,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6100    RESEDA                       BL
220912652,2022-08-16,2022-08-13,1744,Van Nuys,ROBBERY,26,M,H,KNIFE WITH BLADE 6INCHES OR LESS,Adult Arrest,14900    RAYMER                       ST
221114653,2022-10-03,2022-09-28,1145,Northeast,"BUNCO, GRAND THEFT",30,M,H,,Invest Cont,700    MILO                         TR
230908117,2023-04-13,2020-07-31,0001,Van Nuys,THEFT OF IDENTITY,41,M,W,,Invest Cont,4200    VENTURA CANYON               AV
232006866,2023-03-10,2023-03-10,1350,Olympic,BATTERY - SIMPLE ASSAULT,48,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 S  SERRANO                      AV
221411807,2022-06-02,2022-05-15,2230,Pacific,BURGLARY FROM VEHICLE,57,F,W,,Invest Cont,TUSCANY
220817612,2022-11-22,2022-11-17,1259,West LA,THEFT PLAIN - PETTY ($950 & UNDER),38,F,O,,Invest Cont,1900    MALCOLM                      AV
230400806,2023-04-03,2023-04-03,0720,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,H,HAND GUN,Adult Arrest,1100    EUCLID                       AV
220212422,2022-06-25,2022-06-24,1930,Rampart,BURGLARY,35,M,H,,Invest Cont,3400    PLATA                        ST
220917067,2022-12-08,2022-11-15,1200,Van Nuys,THEFT OF IDENTITY,32,M,B,,Invest Cont,14300    ADDISON                      ST
230308042,2023-03-20,2023-03-16,1550,Southwest,BATTERY - SIMPLE ASSAULT,68,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3800    DON FELIPE                   DR
221501000,2022-08-30,2022-08-30,1215,N Hollywood,CONTEMPT OF COURT,67,F,B,,Invest Cont,5200    HARMONY                      AV
231804358,2023-01-05,2023-01-04,1630,Southeast,BURGLARY,96,X,X,,Invest Cont,8800    BARING CROSS                 ST
230804690,2023-01-08,2023-01-07,1700,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,M,H,,Invest Cont,11700    MONTANA                      AV
230104839,2023-01-08,2020-03-06,2100,Central,THEFT OF IDENTITY,38,M,B,,Invest Cont,1300 S  FIGUEROA                     ST
221219199,2022-09-07,2022-09-07,2140,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,26,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1600 W  66TH                         ST
231604961,2023-01-30,2023-01-27,2030,Foothill,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",63,F,H,,Adult Other,11400    KAMLOOPS                     ST
230312478,2023-06-21,2023-06-21,0043,Southwest,VEHICLE - ATTEMPT STOLEN,54,F,B,,Invest Cont,2700    EDGEHILL                     DR
222015243,2022-09-24,2022-09-10,1200,Olympic,THEFT OF IDENTITY,28,F,B,,Invest Cont,OLYMPIC
221013589,2022-09-03,2022-09-03,0120,West Valley,THEFT OF IDENTITY,44,F,H,,Invest Cont,19400    HATTON                       ST
220314401,2022-07-29,2022-07-29,1700,Southwest,THEFT OF IDENTITY,44,M,H,,Invest Cont,2900    9TH                          AV
230300552,2023-02-18,2023-02-18,1348,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,M,B,HAND GUN,Invest Cont,4600 W  ADAMS                        BL
221112544,2022-08-09,2022-08-02,1456,Northeast,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",35,M,H,,Invest Cont,200 N  AVE 54
230904408,2023-01-12,2023-01-11,2030,Van Nuys,BRANDISH WEAPON,53,M,H,HAND GUN,Invest Cont,15200    VANOWEN                      ST
220116265,2022-07-15,2022-07-15,1100,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,31,M,H,VERBAL THREAT,Invest Cont,4TH
222016723,2022-11-04,2022-11-04,1450,Olympic,BRANDISH WEAPON,44,M,H,OTHER KNIFE,Invest Cont,8TH
220415146,2022-11-07,2022-11-07,0915,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT,61,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,3500    SISKIYOU                     ST
221218603,2022-08-29,2022-07-14,1800,77th Street,INTIMATE PARTNER - AGGRAVATED ASSAULT,22,F,H,UNKNOWN FIREARM,Adult Other,1000 W  52ND                         ST
222015763,2022-10-12,2022-10-12,1430,Olympic,BATTERY - SIMPLE ASSAULT,33,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,4600    MELROSE                      AV
230113061,2023-05-26,2023-05-26,0850,Central,BURGLARY FROM VEHICLE,27,M,B,,Invest Cont,1ST                          ST
221917430,2022-11-30,2022-11-30,2000,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,37,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,10000 N  SEPULVEDA                    BL
221116457,2022-11-17,2022-11-17,0655,Northeast,BATTERY - SIMPLE ASSAULT,36,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,5200    HIGHLAND VIEW                AV
231811819,2023-06-11,2023-06-10,1900,Southeast,BATTERY - SIMPLE ASSAULT,33,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 W  106TH                        ST
220516550,2022-11-29,2022-11-29,1437,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),27,F,H,,Invest Cont,100 W  PACIFIC COAST                HY
231508627,2023-04-20,2023-04-20,1345,N Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,O,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,6400    TUJUNGA                      AV
230905933,2023-02-20,2023-02-20,0125,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),44,M,W,,Adult Arrest,4800    LENNOX                       AV
220910693,2022-06-23,2022-04-05,1730,Van Nuys,"BUNCO, GRAND THEFT",26,F,H,,Invest Cont,5700    VAN NUYS                     BL
231205476,2023-01-26,2023-01-25,1540,77th Street,VIOLATION OF RESTRAINING ORDER,26,F,B,,Adult Other,1500 W  53RD                         ST
231604566,2023-01-18,2023-01-02,0826,Foothill,THEFT OF IDENTITY,45,F,H,,Invest Cont,12600    WINGO                        ST
221320687,2022-11-09,2022-11-09,1200,Newton,BATTERY - SIMPLE ASSAULT,24,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,CENTRAL                      AV
221219071,2022-09-06,2022-09-06,0300,77th Street,INTIMATE PARTNER - AGGRAVATED ASSAULT,46,M,B,PIPE/METAL PIPE,Adult Other,8000 S  WESTERN                      AV
220815212,2022-10-03,2022-10-03,1340,West LA,BATTERY - SIMPLE ASSAULT,30,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,MELVIL                       ST
221513389,2022-08-11,2022-08-10,2340,N Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,F,A,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,LAUREL CANYON                BL
220716022,2022-11-01,2022-09-25,1600,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),52,M,O,,Invest Cont,800 S  CITRUS                       AV
221011215,2022-07-04,2022-07-04,2100,West Valley,CRIMINAL THREATS - NO WEAPON DISPLAYED,47,M,W,VERBAL THREAT,Invest Cont,16600    VALERIO                      ST
222113612,2022-08-28,2022-08-19,2230,Topanga,BURGLARY FROM VEHICLE,26,M,H,,Invest Cont,20500    VENTURA                      BL
220222064,2022-12-22,2022-12-22,1140,Rampart,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),30,M,H,,Invest Cont,UNION
220714618,2022-09-27,2021-09-27,1400,Wilshire,EXTORTION,27,F,H,,Invest Cont,2300    CARMONA                      AV
221014903,2022-10-06,2022-09-26,0600,West Valley,VANDALISM - MISDEAMEANOR ($399 OR UNDER),65,F,W,,Invest Cont,17100    SHERMAN                      WY
221910387,2022-06-04,2022-03-08,1000,Mission,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",45,F,B,,Invest Cont,10000    NOBLE                        AV
220810974,2022-06-18,2022-06-10,0800,West LA,THEFT OF IDENTITY,52,F,W,,Invest Cont,1800    OVERLAND                     AV
220817076,2022-11-20,2022-11-18,1430,West LA,THEFT PLAIN - PETTY ($950 & UNDER),30,F,C,,Invest Cont,11900    IDAHO                        AV
231214918,2023-06-30,2023-06-30,1250,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,M,B,HAND GUN,Invest Cont,2200 W  SLAUSON                      AV
